name;address;sector
ITC Optical;ITC Mangga Dua 11110730 Jakarta;Opticians (Retail)
Optick J. Boellaard;Jalan Gajah Mada 410130 Jakarta;Opticians (Retail)
Eropa Optik;Jalan Kyai Haji Hasyim Ashari 10810140 Jakarta;Opticians (Retail)
Eye Care Optical;ITC Fatmawati 12150 Jakarta;Opticians (Retail)
Maikelindo Aneka Cipta;Jalan Prapanca 4012160 Jakarta;Opticians (Retail)
Raihan Optik;Jl Arteri Kelapa Dua 611530 Jakarta;Opticians (Retail)
Toko Tiga;Jl Toko Tiga Seberang 511120 Jakarta;Opticians (Retail)
Dwi Tunggal Optik;Jalan Jatiwaringin 9913620 Jakarta;Opticians (Retail)
Gita Optik;Jalan Gg 910460 Jakarta;Opticians (Retail)
Iko;Jalan KRI Slamet Riyadi 25860119 Kota Surabaya;Opticians (Retail)
PD. Multi Warna;Jalan Kunir 3211110 Jakarta;Opticians (Retail)
Digital;JL Taman Sari Vii/5 5 Jakarta;Opticians (Retail)
Tri Ekatama;Jalan Ambengan 160174 Kota Surabaya;Opticians (Retail)
Golden Star Million;Jalan Cempaka Putih Indah 16810560 Jakarta;Opticians (Retail)
Optik Timur Baru;JL Juanda Iii/14A 1410120 Jakarta;Opticians (Retail)
Hen;Melawai Raya 2712160 Jakarta;Opticians (Retail)
Selatan Optical;JL Bulungan  Jakarta;Opticians (Retail)
In-Need;Jalan Aceh 6140113 Bandung;Opticians (Retail)
Ramayana Agung Permai;Jalan Kwitang Timur 3410410 Jakarta;Opticians (Retail)
Cosmo Alarindu Agung;JL Tomang Tinggi Raya P I  Jakarta;Opticians (Retail)
Kurnia Natakencana;Jalan Bungur Besar 14810410 Jakarta;Opticians (Retail)
Jossa Lilium Flora Indonesia;Jalan Daan Mogot 611460 Jakarta;Opticians (Retail)
Malinojaya Sempurna;Jalan Panglima Polim Raya  Jakarta;Opticians (Retail)
Besi Abadi;Vin Perniagaan Barat 1511230 Jakarta;Opticians (Retail)
